instance_id,group_id,image_key,dataset,split,model_id,answer_type,closed_answer_eligible,image_excluded_from_fit,proposed_fit_eligible
hallusionbench_160_160,sha256:600489b6ace1c37f,hallusionbench:VS/chart/14_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_171_171,sha256:937eded4b17bd0b7,hallusionbench:VS/chart/16_2.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_176_176,sha256:596b980903f05307,hallusionbench:VS/chart/17_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_186_186,sha256:e72df4dfd035f8cc,hallusionbench:VS/chart/18_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_18_18,sha256:febed37f7ada2e87,hallusionbench:VS/chart/1_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_190_190,sha256:41b468b6281c8a7f,hallusionbench:VS/chart/19_1.png,hallusionbench,test,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_19_19,sha256:70b04f31906fc467,hallusionbench:VS/chart/1_1.png,hallusionbench,val,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_202_202,sha256:a7ef796fb2c15901,hallusionbench:VS/chart/21_1.png,hallusionbench,val,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_203_203,sha256:5a8387c8b3228019,hallusionbench:VS/chart/21_1.png,hallusionbench,test,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_205_205,sha256:8e6dd6f01929097f,hallusionbench:VS/chart/21_2.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_221_221,sha256:975eec0eef2f55fd,hallusionbench:VS/table/1_2.png,hallusionbench,train,google/gemma-4-E4B-it,open_ended,0,1,0
hallusionbench_229_229,sha256:9ef748127eb07f6d,hallusionbench:VS/table/2_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_22_22,sha256:a70d5ae299a7f9b9,hallusionbench:VS/chart/1_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_230_230,sha256:21f97bb0cad840db,hallusionbench:VS/table/2_2.png,hallusionbench,train,google/gemma-4-E4B-it,open_ended,0,1,0
hallusionbench_240_240,sha256:1ce02490e6498323,hallusionbench:VS/table/3_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_241_241,sha256:8ecd65772c4c0d50,hallusionbench:VS/table/3_1.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_242_242,sha256:929ab0a399477b41,hallusionbench:VS/table/3_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_249_249,sha256:a4680fcac8b22b05,hallusionbench:VS/table/4_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_256_256,sha256:fbe219db0a2abc7d,hallusionbench:VS/table/4_3.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_262_262,sha256:a7d1b2077e50393d,hallusionbench:VS/table/5_1.png,hallusionbench,train,google/gemma-4-E4B-it,open_ended,0,0,0
hallusionbench_265_265,sha256:20cd09192612cb1f,hallusionbench:VS/table/5_2.png,hallusionbench,train,google/gemma-4-E4B-it,open_ended,0,1,0
hallusionbench_270_270,sha256:f0a18a6ca1fc5cff,hallusionbench:VS/table/5_3.png,hallusionbench,train,google/gemma-4-E4B-it,open_ended,0,0,0
hallusionbench_271_271,sha256:a501c168e1e8613d,hallusionbench:VS/table/5_3.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_280_280,sha256:75233128ed5ce8fe,hallusionbench:VS/table/6_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_281_281,sha256:05dab60ab5ed3648,hallusionbench:VS/table/6_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_285_285,sha256:16cdb05f83d3864c,hallusionbench:VS/table/6_3.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_288_288,sha256:583f0954d9eb548d,hallusionbench:VS/table/6_3.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_296_296,sha256:1e6ba3db27ef6ec2,hallusionbench:VS/table/7_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_310_310,sha256:62b304590bd33910,hallusionbench:VS/table/7_3.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_321_321,sha256:100ee004281c0b70,hallusionbench:VS/table/8_1.png,hallusionbench,test,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_329_329,sha256:450062d71b78a546,hallusionbench:VS/table/8_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_334_334,sha256:5725dc05dfee125b,hallusionbench:VS/table/8_3.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_33_33,sha256:05337123dd690411,hallusionbench:VS/chart/2_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_341_341,sha256:1f43bb48e3c3472e,hallusionbench:VS/table/9_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_346_346,sha256:8326684c025737ab,hallusionbench:VS/table/9_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_347_347,sha256:080d254ce657b7d1,hallusionbench:VS/table/9_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_34_34,sha256:92da350561162bac,hallusionbench:VS/chart/2_1.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_357_357,sha256:11281edb44f94464,hallusionbench:VS/table/10_2.png,hallusionbench,test,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_35_35,sha256:46859699868b976b,hallusionbench:VS/chart/2_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_378_378,sha256:dff5485e06220662,hallusionbench:VS/map/1_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_380_380,sha256:eac015f675966d36,hallusionbench:VS/map/1_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_388_388,sha256:7d7d877eaa4237e2,hallusionbench:VS/map/2_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_401_401,sha256:92356067a1f0589b,hallusionbench:VS/map/4_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_406_406,sha256:cf6e2b8e74acc19b,hallusionbench:VS/map/4_2.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_408_408,sha256:13a605172564aa3d,hallusionbench:VS/map/4_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_417_417,sha256:cf5245b35d9e7813,hallusionbench:VS/map/5_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_420_420,sha256:2fc87a1af984e753,hallusionbench:VS/map/5_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_424_424,sha256:2cc0409353a5bae8,hallusionbench:VS/map/6_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_425_425,sha256:659df180b2c613e7,hallusionbench:VS/map/6_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_426_426,sha256:a326503cb8b613fd,hallusionbench:VS/map/6_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_427_427,sha256:d17a9594b048bc0c,hallusionbench:VS/map/6_2.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_429_429,sha256:55e11b4965e85ec2,hallusionbench:VS/map/6_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_433_433,sha256:8ad0b2044c1c18cd,hallusionbench:VS/map/7_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_435_435,sha256:33cce8ec8a2880c4,hallusionbench:VS/map/7_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_447_447,sha256:2fa59d786a995b71,hallusionbench:VS/map/9_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_450_450,sha256:15b91f7522d8b4e1,hallusionbench:VS/map/9_2.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_454_454,sha256:fb724aa71953f126,hallusionbench:VS/map/10_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_456_456,sha256:dad5dcd9413c871c,hallusionbench:VS/map/10_2.png,hallusionbench,test,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_45_45,sha256:d46a421cf8479ac8,hallusionbench:VS/chart/3_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_470_470,sha256:96bc479bdad8154c,hallusionbench:VS/ocr/2_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_473_473,sha256:7fce18af7915c412,hallusionbench:VS/ocr/2_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_480_480,sha256:f3129258c7b12edc,hallusionbench:VS/ocr/3_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_482_482,sha256:935408bb18b3de37,hallusionbench:VS/ocr/3_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_486_486,sha256:606e103db991ab11,hallusionbench:VS/ocr/4_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_513_513,sha256:3c9726fac8d568a4,hallusionbench:VS/ocr/8_2.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_518_518,sha256:22b5192feb9a5ba5,hallusionbench:VS/ocr/9_2.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_531_531,sha256:c9f5610ede5543f2,hallusionbench:VS/ocr/11_2.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_534_534,sha256:d164ff18cad795e6,hallusionbench:VS/ocr/12_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_539_539,sha256:23dcbb0f99ca014d,hallusionbench:VD/illusion/0_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_540_540,sha256:23d2571fb6f28b73,hallusionbench:VD/illusion/0_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_552_552,sha256:70cec86c87f90216,hallusionbench:VD/illusion/2_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_555_555,sha256:9e788e5523613031,hallusionbench:VD/illusion/2_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_559_559,sha256:365480e9d2a373d0,hallusionbench:VD/illusion/3_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_560_560,sha256:2810728402adf8d0,hallusionbench:VD/illusion/3_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_564_564,sha256:b843ba807583fdba,hallusionbench:VD/illusion/5_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_567_567,sha256:f92d7963b55e42ac,hallusionbench:VD/illusion/5_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_56_56,sha256:5651c623ee87404e,hallusionbench:VS/chart/4_1.png,hallusionbench,test,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_571_571,sha256:b14238f2b9b4c66e,hallusionbench:VD/illusion/6_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_573_573,sha256:064d2e951adf6655,hallusionbench:VD/illusion/7_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_578_578,sha256:f21783ff55dbdb9b,hallusionbench:VD/illusion/8_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_579_579,sha256:082497c3edcfdd19,hallusionbench:VD/illusion/8_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_580_580,sha256:098fc4102793b901,hallusionbench:VD/illusion/8_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_582_582,sha256:7b1bde10faa50c59,hallusionbench:VD/illusion/9_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_585_585,sha256:a8c22d53476f8e91,hallusionbench:VD/illusion/9_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_590_590,sha256:e12a5b97122c572a,hallusionbench:VD/illusion/11_0.png,hallusionbench,test,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_593_593,sha256:6d018ab60e092131,hallusionbench:VD/illusion/11_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_597_597,sha256:805a307fe5073e6a,hallusionbench:VD/illusion/12_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_601_601,sha256:4fc694f0a54376a1,hallusionbench:VD/illusion/14_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_606_606,sha256:3f0b3564607da60f,hallusionbench:VD/illusion/14_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_607_607,sha256:60ab115c2d697b05,hallusionbench:VD/illusion/14_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_616_616,sha256:83ca2855198c548c,hallusionbench:VD/illusion/17_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_617_617,sha256:1269f0129c274443,hallusionbench:VD/illusion/17_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_619_619,sha256:1c8e918ea2507fdb,hallusionbench:VD/illusion/17_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_620_620,sha256:9aee52d8f4aade5f,hallusionbench:VD/illusion/18_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_624_624,sha256:60976d47d71267fc,hallusionbench:VD/illusion/19_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_630_630,sha256:b7c7236a7d5502c7,hallusionbench:VD/illusion/19_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_639_639,sha256:2598c685b0751ebe,hallusionbench:VD/illusion/21_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_642_642,sha256:b818d100ad1f1415,hallusionbench:VD/illusion/22_0.png,hallusionbench,test,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_644_644,sha256:64e91c4795b726aa,hallusionbench:VD/illusion/23_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_647_647,sha256:0289c5e188d8f52c,hallusionbench:VD/illusion/23_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_648_648,sha256:cd885371cb3e8241,hallusionbench:VD/illusion/24_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_650_650,sha256:458d048efe9eac17,hallusionbench:VD/illusion/24_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_652_652,sha256:cdbaf8fbcf7ec996,hallusionbench:VD/illusion/25_0.png,hallusionbench,val,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_658_658,sha256:0763626ca2438a81,hallusionbench:VD/illusion/26_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_661_661,sha256:ca10fb2db7542b2d,hallusionbench:VD/illusion/27_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_663_663,sha256:5957e5400ea21bae,hallusionbench:VD/illusion/27_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_668_668,sha256:ea9ee98542b30f57,hallusionbench:VD/illusion/28_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_671_671,sha256:affaabb97a8299c9,hallusionbench:VD/illusion/28_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_673_673,sha256:6514c47e35a811ff,hallusionbench:VD/illusion/29_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_677_677,sha256:f7f14cb2a12c317d,hallusionbench:VD/illusion/29_1.png,hallusionbench,val,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_681_681,sha256:576dc2f756abf0be,hallusionbench:VD/illusion/30_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_686_686,sha256:37fbb2d69ff9a431,hallusionbench:VD/math/0_1.png,hallusionbench,val,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_687_687,sha256:094e621e3455feea,hallusionbench:VD/math/0_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_689_689,sha256:5017658e1d11f7ba,hallusionbench:VD/math/1_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_690_690,sha256:a599cf61423df283,hallusionbench:VD/math/1_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_696_696,sha256:0ecde8de143a8696,hallusionbench:VD/math/2_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_698_698,sha256:ced0d90020154e01,hallusionbench:VD/math/2_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_699_699,sha256:f48f62a8c4484b47,hallusionbench:VD/math/2_1.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_700_700,sha256:bc47781af1bbf77f,hallusionbench:VD/math/3_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_701_701,sha256:fb99f763f0c950ad,hallusionbench:VD/math/3_0.png,hallusionbench,test,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_704_704,sha256:30beb3668c6fab33,hallusionbench:VD/math/3_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_705_705,sha256:8e3312c36a22b2b6,hallusionbench:VD/math/3_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_713_713,sha256:606a903d270308c2,hallusionbench:VD/math/5_0.png,hallusionbench,cal,google/gemma-4-E4B-it,binary,1,0,0
hallusionbench_718_718,sha256:5c8cc74ac1a7eafc,hallusionbench:VD/math/6_0.png,hallusionbench,val,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_724_724,sha256:fb51a7fa73f95200,hallusionbench:VD/math/7_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_725_725,sha256:f2a13b95a6855817,hallusionbench:VD/math/7_0.png,hallusionbench,val,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_734_734,sha256:71f0fc110d73f71b,hallusionbench:VD/math/8_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_738_738,sha256:4199b7404107766d,hallusionbench:VD/math/9_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_751_751,sha256:ce9dfdea17e2faa6,hallusionbench:VD/math/11_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_758_758,sha256:b3a2afadbbbdd59c,hallusionbench:VD/math/12_1.png,hallusionbench,val,google/gemma-4-E4B-it,binary,1,1,0
hallusionbench_762_762,sha256:350d8fef463a93e2,hallusionbench:VD/math/13_0.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,0,1
hallusionbench_765_765,sha256:bfecab3233530538,hallusionbench:VD/math/13_1.png,hallusionbench,train,google/gemma-4-E4B-it,binary,1,1,0
